question,answer
"QUESTION: Why are we solving for when we are returning the ith pair of sock? How does this lead us to find the expected pair of socks
","ANSWER: <p>The total amount of socks being returned can be thought of as a sum of a bunch of $$1$$&#39;s and $$0$$&#39;s, where a 1 indicates if the sock has been returned and a 0 otherwise. For example, suppose we put in 3 pairs of socks (we&#39;ll label these pairs A, B, and C) and only received 2 back. And further, suppose that we didn&#39;t receive pair B back. Then, it is true that we received 1 &#43; 0 &#43; 1 = 2 pairs back (1 for A and 1 for C). This is essentially what indicators are. So if we were to define an indicator for each pair of socks, and sum them all together, we would get the total amount of pairs returned.</p>
<p></p>
<p>Thus, if $$S = I_1 + I_2 + ... + I_n$$, then $$\mathbb{E}[S] = \mathbb{E}[I_1 + I_2 + ... + I_n]$$. And by using Linearity of Expectation, we have this being equal to $$\mathbb{E}[I_1] + \mathbb{E}[I_2] + ... + \mathbb{E}[I_n] = \sum_{i=1}^n \mathbb{E}[I_i]$$.</p>
<p></p>
<p>So our problem has been reduced to finding the expected value of an indicator, where the indicator is whether or not the $$i$$th pair is returned. By finding this value, we can easily obtain $$\mathbb{E}[S]$$ using the math above.</p>
"
"QUESTION: <br /><div>For Q7a, does 2 count as multiple?</div>
","ANSWER: <p>yeah</p>
"
"QUESTION: <p>Where is the pre-recorded recitation video from last friday 3/3?</p>
","ANSWER: <p>linked in @897</p>
"
"QUESTION: <p>where can we find the recordings </p>
","ANSWER: <p>@919 @897</p>
"
"QUESTION: <p>For 7a, do we need to prove the distribution?</p>
","ANSWER: <p>yes you should justify why it has variance 0</p>
"
"QUESTION: <p>When finding the cardinality of when X=1 <br />why does this method not work:<br />step 1: choose any sock (4 choose 1)<br />step 2: choose the other sock from that pair (1 way)</p>
","ANSWER: <p>Because you are imposing an ordering on the socks. So suppose $$\{s_1, s_2\}$$ and $$\{b_1, b_2\}$$ are the pairs. Then, we consider receiving $$\{b_1, b_2\}$$ the same as receiving $$\{b_2, b_1\}$$. But these are considered to be different cases in your procedure.</p>
"
"QUESTION: <p>Given that the problem is phrased &#34;if and only if&#34;, do we need to prove the following two cases:</p>
<ul><li dir=""ltr"">Var[X]=0 implies there exists a value such that Pr[X=a] = 1</li><li dir=""ltr"">there exists a value such that Pr[X=a] = 1 implies Var[X]=0</li></ul>
","ANSWER: This is something we’d like you to think about!
"
"QUESTION: <p>can we assume  r &lt; n ?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>Just checking, do we need to prove by ourselves in the HW that E[X] = np when X is a Bernoulli RV?</p>
","ANSWER: <p>Careful: that is not the equation for expectation of a Bernoulli RV. It is the equation for expectation of a <strong>binomial random variable</strong>. And no, you do not have to prove this. </p>
"
"QUESTION: <p>I was wondering if an outcome of an r.v. can be considered an outcome if there is no/zero probability of it occurring?</p>
","ANSWER: <p>I&#39;m unsure what you mean by &#34;outcome&#34; of a random variable. Remember, a random variable, say $$X$$, is defined to be a <strong>function: </strong>$$X: \Omega \rightarrow \mathbb R$$. This means that for each element of your outcome space, the random variable assigns it some real number value via some function you have defined. It is possible for there to be an $$\omega \in \Omega$$ such that $$\Pr[\omega] = 0$$, but since $$\omega \in \Omega$$, $$X(\omega)$$ must have some real value assigned to it (since $$\Omega$$ is the domain of $$X$$). </p>
"
"QUESTION: <p>Let $$E[X]=1\cdot Pr[X=1]+2\cdot Pr[X=2]+...+n\cdot Pr[X=n]$$, where $$n$$ is the largest number, and $$Pr[X=x]\leq 1$$. Do we have to prove that $$max(E[X])=n$$, in which case $$Pr[X=n]=1$$? </p>
","ANSWER: Yes you should briefly justify this
"
"QUESTION: <p>Can we assume that n &gt; 0? Can we assume that r &gt; 0?</p>
","ANSWER: <p>I&#39;m assuming that this is for question 2. And yes, you can assume these.</p>
"
"QUESTION: <p>do we have to use part b in part c</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2Fcf9ef0db8cae19fe6bab9acf6482bf0f7b516fbb46d5f12442731e410033554b%2Fimage.png"" alt=""image.png"" width=""681"" height=""119"" /></p>
<p>How are these two equivalent? How can we prove it?</p>
","ANSWER: Slide 4 of module 10.2 has the proof!
"
"QUESTION: <p>For example, I may have a probability space $$(\Omega, Pr)$$ where I&#39;m rolling 2023 dice. But let&#39;s say I want to focus on the first 10 dice. Can I define $$(\omega, Pr)$$ within $$(\Omega, Pr)$$ to &#34;zoom in&#34;? Or should I say these are two separate probability spaces?</p>
","ANSWER: <p>the short answer is &#34;probably&#34;. The long answer would require a lot more conversation about what you are intending to do by &#34;focusing&#34; on the first 10 dice rolls. </p>
<p></p>
<p>In general, I would try to avoid a &#34;sub-probability space&#34; and rather just define an event. Most ideas I can think of that involve &#34;focusing on the first 10 dice&#34; can be solved by just defining an event and giving its corresponding probability.</p>
<p></p>
<p>For example, I could define $$E$$ to be the event that the first 10 dice rolls are all even numbers. And this would be a perfectly fine event definition since $$E \subseteq \Omega$$. And then we could go about computing $$Pr[E]$$ in whichever way fancies us.<br /><br />ADDENDUM: In general when we &#34;restrict&#34; the sample space like this we need to show that the new probability problem is equivalent to the old problem. </p>
"
"QUESTION: <p>Is the relationship between the Indicator random variable of an event and linearity of expectation the same as something like the induction hypothesis and proof by induction. like is the indicator random variable of an event necessary to define when using linearity of expectation?</p>
","ANSWER: <p>There is <strong>not</strong> an obvious analogy between Indicators/LOE and IH/Induction. If you choose to use indicator random variables in a problem, you should definitely define them. However, LOE does not require you to use indicator random variables, as it is defined for <em>any</em> collection of random variables</p>
"
"QUESTION: <p>Hi there, I wonder if the solutions for hw6 will be posted before hw7 is due? I would love to know how we should explain/structure our answer to the probability related questions. Thanks so much </p>
","ANSWER: <p>oh gosh sorry about not uploading them quickly! They should be up now!</p>
"
"QUESTION: <p>for example, for question 1, i am defining the sample space as the following: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslq4hc8982lu%2F523e78213a9821887b7b562a7f11cee4436fd3be400347f6cf81cfa53121d035%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>Do I need to define what i is? </p>
","ANSWER: No, but bounds on i would be nice
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flct8zopk8ne4uw%2F12b7ea88fe55bd59a1041b8dd5609aa0df1ce9f35f006a3dc4d26e3909c1e95a%2FScreen_Shot_2023-03-14_at_4.55.45_PM.png"" alt=""Screen_Shot_2023-03-14_at_4.55.45_PM.pngNaN"" /></p>
","ANSWER: <p>we cannot comment on the validity of a solution</p>
"
"QUESTION: <p>Can we assume that ^ and ∨ are the same as intersection and union somehow for this problem or we have to first prove that there</p>
","ANSWER: <p>$$\land$$ and $$\lor$$ are not the same as intersection and union. $$\land$$ is your logical AND operator, and $$\lor$$ is your logical OR operator.</p>
"
"QUESTION: <p>Can we use vandermonde&#39;s identity?</p>
","ANSWER: <p>a justification/proof would be needed for this as we have not yet covered it in class</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flcslq4hc8982lu%2Fba8c0dba0c9b3824c6bc76511c7b643344ff346d31f3da3955b4f883e799145b%2Fimage.png"" alt=""image.png"" /></p>
<p>using these variables, do we need to justify that if X=a and Y=b, that X^2 = a^2 and Y^2 = b^2?</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Do we need to prove / cite a rule for the following statement, or can we just state this?</p>
<p></p>
<p>We are choosing b Helenadryls from the set of N Helenadryls. Thus, for any Helenadryl, there is a $$\dfrac{b}{N}$$ probability that it is chosen.</p>
<p></p>
","ANSWER: <p>you should justify this</p>
"
"QUESTION: <p>Do we have to prove that if the expected value is a decimal number but the r.v. returns an integer, the probability of r.v. returning an integer greater than the expected value cannot be zero?</p>
<p></p>
<p>For ex: if E[X] = 1.5 and Val(X) = {0,1,2}, do we have to prove that P[X=2] &gt; 0</p>
","ANSWER: <p>a short justification would be nice</p>
"
"QUESTION: 
","ANSWER: Sure
"
"QUESTION: <p>Are the drowsy and non-drowsy Helenadryls indistinguishable from themselves? </p>
","ANSWER: <p>&#34;she can&#39;t tell any pair of nondrowsy Helenadryls apart and she can&#39;t tell any pair of drowsy Helenadryls apart either.&#34;</p>
<p></p>
<p>So yes.</p>
"
"QUESTION: <p>Do we need to prove this, or can we just state it?</p>
<p></p>
<p>We know that for any integer $$i \geq 0, Pr[X > i] = \sum_{x = i+1}^{\infty} Pr[X = x]$$</p>
","ANSWER: <p>A one sentence justification would be nice</p>
"
"QUESTION: <p>Can we use \Pi for multiplication in our steps (not our final answer though)? </p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Do we have to prove $$\text{Pr}[X>i] = \sum_{x=i+1}^\infty \text{Pr}[X=x]$$</p>
","ANSWER: <p>A one sentence justification would be nice</p>
"
"QUESTION: <p>Are we allowed to interchange summation orders if we explain how it is done.</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Does she pick all the b Helenadryl in one go or does she pick them one by one?</p>
","ANSWER: <p>she takes them out 1 by 1</p>
"
"QUESTION: Do we have to explain why our answer is valid?
","ANSWER: <p>you should justify why the variance is 0</p>
"
"QUESTION: 
","ANSWER: Nah
"
"QUESTION: <p>Hi, for qs 7 I had a query about proof by contradiction.</p>
<p></p>
<p>P iff Q would mean P =&gt;Q and Q =&gt;P</p>
<p>so If I want to prove this by contradiction, do I have to do it on each term (both P =&gt;Q and Q =&gt;P) due to the &#34;and&#34; sign</p>
<p></p>
<p>Or, do I negate the entire expression, so it becomes an &#34;or&#34; and then I just need to do proof by contradiction on a single term (either P =&gt;Q or Q =&gt;P)</p>
<p></p>
<p>I am really struggling with how to conceptualise it and would really appreciate your help.</p>
","ANSWER: Proving $$p \implies q$$ and $$q \implies p$$ can be thought of as doing two separate proofs. You do not need to do the same proof technique for both directions. So, for example, I could show $$p\implies q$$ by contradiction and then show $$q \implies p$$ directly
"
"QUESTION: <p>Do we need to justify that the expectation of zero is zero?</p>
","ANSWER: Nah
"
"QUESTION: <p>Can n be zero?</p>
","ANSWER: <p>nah, we&#39;ll let you assume $$n > 0$$</p>
"
"QUESTION: <p>Do we have to solve 5 with a recurrence relation?</p>
","ANSWER: That’s up to you to decide!
"
"QUESTION: <p>If we arrive at a conclusion that X is always a, can we jump to the fact that Pr[X=a] = 1?</p>
","ANSWER: Sure
"
"QUESTION: is listing Pr[X=1] = a,  Pr[X=2] = b, sufficient?
","ANSWER: Sure
"
"QUESTION: <p>do we need to define the sample space?</p>
","ANSWER: <p>@997</p>
"
"QUESTION: <p>What&#39;s the lower bound for this following summation? Is it 1 or 0?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ga3way2da7hz%2F3b9ee99ecb1de35d1d3c8c6b1645480a88da4f13c7b14f8dbc9f253a364ba82b%2Fimage.png"" alt=""image.png"" /></p>
","ANSWER: <p>There is no lower bound, because there is no constraint on $$x$$. </p>
"
"QUESTION: <p>Can we directly say that the expected value is always less than or equal to the largest possible value?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>Can we discount cases in which it is clear that the random variable cannot take those values.</p>
<p></p>
<p>For example, if we were rolling a dice, would we have to include negative numbers in our calculations with probability 0, or can we discount them from the summation?</p>
","ANSWER: You can discount them
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fld0r4fd0w5f3rx%2F60efd8214ebf679263d8a2eeb74aaf907d51682850da97ff35f1274e0863e99e%2FScreenshot_2023-03-16_at_1.27.44_AM.png"" width=""1860"" height=""440"" alt="""" />During lecture, Prof mentioned that X is a random variable and that X is an operation on the outcome w. I wanted to clarify my understanding on this as what I gathered is that X is a random variable and since a random variable is a function that maps a set of values to a real number, X is also an operator that maps w to a real number. And X(w) is that real number.</p>
<p></p>
","ANSWER: Yes that is the correct interpretation
"
"QUESTION: 
","ANSWER: <p>module 11 will be covered on hw 8. module 12 should not be needed</p>
"
"QUESTION: title
","ANSWER: <p>no</p>
"
"QUESTION: <p>Can there be more than one edge between two nodes?</p>
","ANSWER: No
"
"QUESTION: 
","ANSWER: We’ll post more information regarding this shortly!
"
"QUESTION: For question 1, how do I account for whether m or n is greater, and is providing D and describing which roads it includes enough, or is further explanation needed?
","ANSWER: You can provide cases in your answer to accommodate for m or n being larger. You should also justify how you solved for D
"
"QUESTION: 
","ANSWER: <p>A complete graph on $$n$$ vertices is $$(n-1)$$-regular.</p>
"
"QUESTION: <p>Do I need to prove both of these:</p>
<p></p>
<p>If M is a non-constant random independent variable greater than 0, then E[M] &gt; 0</p>
<p></p>
<p>If M is a non-constant random independent variable greater than 0, then Var[M] &gt; 0</p>
","ANSWER: <p>some justification would be nice</p>
"
"QUESTION: <p>Do we need to prove that $$(x_1 + x_2 + ... + x_n)^2 = x_1^2 + x_2^2 + ... + x_n^2 + 2(\sum_{1 \leq i < j \leq n}x_ix_j)$$</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Does &#34;bidirectional road&#34; just mean that directionality is not a concern in this question? </p>
","ANSWER: Yeah. It just means you can travel back and forth along that road (it is not a one-way road)
"
"QUESTION: <p>Can we use the formula below (from Law of Total Probability) for HW8? If yes, do we need to prove it?</p>
<p></p>
<p>P(B) = P(B | A) * P(A) &#43; P(B | not A) * P(not A)</p>
","ANSWER: <p>yes. no proof is needed</p>
"
"QUESTION: <p>For problem 4 for example can we just say to let the rooms represent vertices and the hallways to represent edges or do we need to say let the problem represent a graph G where G = (V,E)</p>
","ANSWER: <p>Should you choose to represent the problem as a graph, you should say that you are representing the problem as a graph $$G = (V, E)$$ and then define what the vertex set is and what the edge set is. So to directly answer your question, you should do both.</p>
"
"QUESTION: <p>Hi,<br /><br />I got a bit confuse by this wording, does connecting at most one strand of string represent that for each clover there can only be a string connect to them? For instance, it wouldn&#39;t be possible that A is connect to B and B is connect C, as B has two string connected with itself. </p>
<p></p>
<p>Thanks in advance!</p>
","ANSWER: <p>This means that between any two (any pair of) clovers, there is at most one strand of string between them.</p>
"
"QUESTION: <p>$$Var[X] = 20(\frac{20^{14} - 19^{14}}{20^{14}}) + 380(1 - \frac{19^{14}}{20^{14}} - \frac{19^{14}}{20^{14}} + \frac{18^{14}}{20^{14}}) - (20(\frac{20^{14} - 19^{14}}{20^{14}}))^2$$</p>
<p></p>
<p>Is this level of simplification acceptable?</p>
","ANSWER: Yep that’s fine
"
"QUESTION: <p>Do we know how many doors are there?</p>
","ANSWER: <p>three</p>
"
"QUESTION: <p>Can we state that the variance and expectation of a random variable must be positive if we know that it&#39;s non-constant and the rv is positive, or how much explanation should we provide to show that?</p>
","ANSWER: A brief explanation would be good
"
"QUESTION: <p>I was wondering if it was acceptable to start out by looking at a path graph, and then finalize my answer by using the inequality |E| &gt;= |V| - |CC|? In other words, is this style of proof rigorous enough? No worries if you cannot answer, and thank you!</p>
","ANSWER: <p>Unfortunately, we cannot comment on rigor of a proof.</p>
"
"QUESTION: <p>Can we assume that the variance for X and Y are non-zero?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>In the questions there are golden pots to rooms. Do we just state that something is a vertice and something is an edge?</p>
","ANSWER: <p>you should mention what the vertices represent and what the edges represent</p>
"
"QUESTION: 
","ANSWER: <p>yes</p>
<p></p>
"
"QUESTION: <p>Q6b - Do we have to prove that our value of p is a minimum? If so, is it simply acceptable to show a lower value of p that doesn&#39;t work... or is there something more rigorous to be done?</p>
","ANSWER: <p>a brief explanation of why it is minimum would be nice.</p>
"
"QUESTION: Is it necessary to explicitly define any graphs we mention in our proofs, such as through something like “Consider an arbitrary graph G=(V, E)”? Or is it fine to explain graphs without explicitly defining the sets of vertices/edges and just thoroughly explaining everything?
","ANSWER: <p>If you introduce a graph, you should be explaining what the vertex set is and what the edge set is. You do not have to give perfect set definitions, but you should explain what the vertices are in relation to the question and what the edges are in relation to the question</p>
"
"QUESTION: <p>do we need to prove that ceiling(m / (m-1)) = 2 if m &gt;= 2?</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Do we have to again explicitly prove $$X^2 \perp Y$$ (and visa versa) or can we just reference Q4 from HW7 since the proof pattern would be almost exactly the same</p>
","ANSWER: <p>@1064</p>
"
"QUESTION: <p>Do we have to prove that for any rv $$X$$, $$Var(X)=0\Leftrightarrow Pr[X=a]=1$$, which was Q7b in HW7?</p>
","ANSWER: <p>nah, you can just cite that result</p>
"
"QUESTION: <p>Does our final answer have to be an integer or can it be in decimal/fraction form</p>
","ANSWER: <p>decimal/fraction is fine</p>
"
"QUESTION: <p>I&#39;m confused because I thought distinct and distinguishable meant the same thing, so wouldn&#39;t @1044 and @1031 contradict eachother</p>
","ANSWER: <p>@1031 says that the people are <strong>not indistinguishable. </strong>Which means that they are distinguishble. This is what @1044 concludes.</p>
"
"QUESTION: <p>For Q1 I want to use a grid graph and state that it is a connected component, do I need to prove this or can I just state it? How do I properly define a graph?</p>
","ANSWER: <p>if you choose to introduce a graph in a problem where a graph is not mentioned in the question, you should clearly introduce it by specifying what the vertices and edges are. Concluding that the graph is connected would need some sort of justification.</p>
"
"QUESTION: <p>Can we just say because some r.v. X is greater than 0 and non-constant, $$E[X]>0$$, or do we still have to bring out a summation and prove it</p>
","ANSWER: A one sentence justification would be nice
"
"QUESTION: <p>Do we have to prove that for any r.v. $$X$$, $$Var(X)\geq 0$$, or should be prove it</p>
","ANSWER: Is this always true?
"
"QUESTION: 
","ANSWER: <p>Can you clarify what you mean by this? The order shouldn&#39;t matter.</p>
"
"QUESTION: <p>Can we calculate out the values to 5 decimal places and then give the final answer. It is becoming a bit too messy to leave all of them as whole number because of the squares and powers</p>
","ANSWER: <p>I&#39;d encourage you to avoid decimal representation, but if you really wanted to, you could leave it in decimal form. Just make sure you are showing all your work and not doing any intermediate rounding/truncating</p>
"
"QUESTION: <p>if X and Y are independent RV, is it given that X^2 and Y are independent</p>
","ANSWER: <p>maybe. This is something you should prove on your own :)</p>
"
"QUESTION: <p>do i need to prove the following statement or can i just state it?</p>
<p></p>
<p>Initially, there is an edge between adjacent houses, so there are $$n-1$$ edges in each row, and $$m - 1$$ edges in each column.</p>
","ANSWER: <p>a one sentence justification would suffice</p>
"
"QUESTION: <p>Could it be assumed that for the m x n houses, (m, n) &gt;= 1? </p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Are we allowed to use Bayes&#39; theorem?</p>
","ANSWER: Yeah
"
"QUESTION: <p>For questions where we did not need to use a numerical value for sample space, do we still need to calculate the numerical value or can we just define it?</p>
","ANSWER: Just define it
"
"QUESTION: <p>If the variance of a constant RV is 0, can we assume that the variance of a non-constant RV is not 0?</p>
","ANSWER: <p>you should briefly justify this</p>
"
"QUESTION: <p>Do we need to prove that the longest way between two vertex in a grid graph is from the bottom left to the upper right?</p>
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F9eed633a38d0cf4c1ec91901cba8e22e6366094ab5208f8c21adde3315e30d7d%2Fimage.png"" alt=""image.pngNaN"" width=""716"" height=""57"" /></p>
<p></p>
<p>It&#39;s just complementary by logic right</p>
","ANSWER: <p>a one sentence justification would be nice</p>
"
"QUESTION: <p>Can we use the fact that we proved in leture that the probability that someone wins (chooses correct door) given that they switch is 2/3? Or do we have to derive it in our answer</p>
","ANSWER: <p>you can cite anything from lecture without proof.</p>
"
"QUESTION: <p>The midterm will cover topics that appear in modules 5.3 - module 10 inclusive, so is that equivalent to HW 5 through HW 8? Thank you!</p>
","ANSWER: <p>yep HW5-8 are the relevant homeworks.</p>
"
"QUESTION: <p>In MT2 Practice Q8, the solution justifies the set portion of the answer by Euler-Venn Diagram (&#34;By Euler-Venn diagram, (E \ F ) ∪ (E ∩ F ) ∪ (F \ E) = E ∪ F)&#34;), I was wondering if proofs of this nature are valid for the exam or if there would an alternate proof for this?</p>
","ANSWER: <p>In general, you should avoid using Euler-Venn Diagrams as part of your proof. Instead, you can show $$(E \setminus F) \cup (E \cap F) \cup (F\setminus E) = E \cup F$$ via set proof (consider an arbitrary element of the LHS and show that it appears in the RHS and vice versa).</p>
<p></p>
<p>You could also try to explain it in words.</p>
"
"QUESTION: <p>Do we need to memorize the derangements formula for Exam 2?</p>
","ANSWER: <p>since it appears after module 5.3, it would be good to be familiar with derangements. Should you choose to memorize the formula is up to you.</p>
"
"QUESTION: <p dir=""ltr"">Do we have to explicitly cite &#34;by monotonicity of probability&#34; or &#34;sum rule&#34; every time we write the solution? I feel like there weren&#39;t a lot of cases where we used this in HW.</p>
","ANSWER: You don’t need to cite these. But you should be citing things like LOE, uniformity, independence, and MR
"
"QUESTION: <p>Is this a wrong method? Also, if it is not explicitly stated, can we still write answers in open form? How would we write the below answer in closed form? Thank you</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F6eef9248d8d80563edc66ccb375ac008551b673ae841b57948238e8adc21fcc6%2Fimage.png"" alt=""image.pngNaN"" width=""560"" height=""715"" /></p>
","ANSWER: <p>Yes this is a valid solution. You can simplify this by first noting, from Pascal&#39;s triangle, that:</p>
<p></p>
<p>$$\binom{2n}{0} + \binom{2n}{1} + ... + \binom{2n}{2n} = 2^{2n}$$.</p>
<p></p>
<p>Then, we see that $$\binom{2n}{0} = \binom{2n}{2n}$$, $$\binom{2n}{1} = \binom{2n}{2n-1}$$, etc. so the above simplifies to:</p>
<p></p>
<p>$$(\binom{2n}{0} + \binom{2n}{2n}) + (\binom{2n}{1} + \binom{2n}{2n-1}) + ... + \binom{2n}{n} = 2^{2n}$$</p>
<p>$$2 \cdot \binom{2n}{0} + 2 \cdot \binom{2n}{1} + ... + 2 \cdot \binom{2n}{n-1} + \binom{2n}{n} = 2^{2n}$$</p>
<p>$$2 \cdot \left( \binom{2n}{0} + \binom{2n}{1} + \ldots + \binom{2n}{n-1} \right) = 2^{2n} - \binom{2n}{n}$$.</p>
<p></p>
<p>And thus, $$\binom{2n}{0} + \binom{2n}{1} + \ldots + \binom{2n}{n-1} = \frac{2^{2n} - \binom{2n}{n}}{2}$$.</p>
<p></p>
<p>So then your final answer would become $$\frac{\frac{2^{2n} - \binom{2n}{n}}{2}}{2^{2n}} = \frac{2^{2n} - \binom{2n}{n}}{2^{2n+1}}$$ which is the correct answer.</p>
<p></p>
<p>Your answers should <strong>always be in closed form</strong> unless we explicitly mention that open form solutions are allowed.</p>
"
"QUESTION: <p>So sorry, but I think that I am having trouble with understanding Q1&#39;s answer/logic. I know that we are pigeonholing on the values of the codomain, but don&#39;t see how this guarantees f(1) = g(1)? Is the pigeonhole H where all functions in this hole have all their domain values are mapped to the codomain value 1 (or 2 or 3 WLOG)? Or would someone mind pointing me to the question that I remember we did that was similar to this in either one of the lectures or extra practice problems, if they can remember it?</p>
","ANSWER: <p>No need to apologize -- I agree that the wording of Q1 is a bit odd. </p>
<p></p>
<p>The argument here is that we have $$3^3 = 27$$ possible functions, and we will assign them to holes based on where they &#34;send&#34; the value 1. That is, we will have holes labeled 0, 1, and 2 (for the three possible values of the codomain, and for a function $$f$$ (which is a pigeon), it will be placed in the hole labeled $$f(1)$$.</p>
<p></p>
<p>By PHP, you we can conclude that there exists a hole with at least $$\lceil \frac{27}{3} \rceil = 9$$ pigeons (functions) in it. But we notice that for two functions $$f$$ and $$g$$ to be in the same hole, it must be the case that $$f(1) = g(1)$$. In other words, suppose we have two functions $$f$$ and $$g$$ that both landed in hole (WLOG) 0. Then, by construction, it MUST be that we had $$f(1) = 0$$ and $$g(1) = 0$$, so we can say that $$f(1) = g(1)$$.</p>
<p></p>
<p>Since our hole has $$9$$ pigeons, it must be the case that the output of all of them on input $$1$$ is equal. So we take any $$9$$ of the pigeons/functions that landed in this hole.</p>
"
"QUESTION: <p>the question says &#34;A fair coin is flipped twice. Let (Ω,Pr) be the resulting probability space.&#34;</p>
<p></p>
<div>
<div>
<div>
<p>if we were given a question on the midterm where a fair coin is flipped twice (or some other set of events like that), writing &#34;let (Ω,Pr) be the resulting probability space&#34; is not enough for getting probability space points in our solution, right? we need to specify/elaborate more on what is in the probability space?</p>
<p></p>
</div>
</div>
<p>thank you!</p>
</div>
","ANSWER: Yes you are correct
"
"QUESTION: <p>Based on the given recurrence relation and intuition (one cut would split the pizza into 2 pieces), I&#39;m confused about why C(1) is 1 in the recursion tree? Am I missing something?</p>
","ANSWER: <p>The tree isn&#39;t saying that $$C(1) = 1$$, but rather that $$C(1)$$ will <em>&#34;contribute&#34; </em>or <em>&#34;add&#34;</em> 1 when we encounter it. In other words, it adds 1 to the value of the sum of the previous terms. This value comes from the recurrence relation being $$C(n) = C(n-1) + {\color{red} n}$$ where the $${\color{red} n}$$ is the &#34;addition&#34; part. This is also why the tree is called a &#34;tree of additions&#34;.</p>
"
"QUESTION: <p>i&#39;m a little bit confused on the solution for 6a -- what does {w1, w3} mean as a solution? is it event w1 happening, then event w3 happening? or is it a sample space of events consisting only of w1 and w3?</p>
<p></p>
<p>then, would E and F mean the events that are in both E and F sample spaces which is why it is {w3}?</p>
<p></p>
<p>thank you!</p>
","ANSWER: <p>$$\{\omega_1, \omega_3\}$$ is defined to be equivalent to $$E$$, which is an event. Recall that an event is defined to be a subset of the outcome space. In words, we would say that &#34;E is the event that one of $$\omega_1$$ or $$\omega_3$$ occurs&#34;. </p>
<p></p>
<p>Since an event $$E \subseteq \Omega$$ (that is, $$E$$ is a sub<strong>set</strong>), we can perform set operations on it.</p>
<p></p>
<p>So $$E \cap F$$ is the <strong>intersection</strong> of events $$E$$ and $$F$$, which is the outcomes that are described by both $$E$$ and $$F$$.</p>
"
"QUESTION: <p>Is intuition/trial and error the only way to solve the problem?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedxgblvppr1vj%2F9bd2188d786079b9054acda0df6edd63d256750bb2326622800bbcea7a0476b4%2Fimage.png"" alt=""image.pngNaN"" width=""790"" height=""122"" /></p>
","ANSWER: <p>this approach is likely the simplest.</p>
"
"QUESTION: <p>How is it that A is a subset of both B and C when B and C are independent - and from there, since B and C are independent, how can the intersection of A B and C be 1 (I thought it would be 0)? </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fktc6vywygd7hb%2Fedc79349ccb36775c0a9b9b421e00e5577a9ccfeb94e74c2708ac2f035cbbbbc%2FScreen_Shot_2023-03-27_at_11.42.38_AM.png"" alt=""Screen_Shot_2023-03-27_at_11.42.38_AM.pngNaN"" /></p>
","ANSWER: <p>In general, events $$B$$ and $$C$$ are independent if $$\Pr[B \cap C] = \Pr[B] \cdot \Pr[C]$$. This <strong>does not mean that </strong>$$B \cap C = \emptyset$$ or $$\Pr[B \cap C] = 0$$. These <em>could</em> occur, but do not <em>have</em> to. </p>
<p></p>
<p>This implies that we may have $$B \cap C \neq \emptyset$$, which means we can have a non-empty $$A \subseteq B$$ and $$A \subseteq C$$</p>
"
"QUESTION: <p>Why do we need base cases for both n=0 and n</p>
","ANSWER: <p>If we only showed $$n = 0$$, then in our IH, the value of $$k$$ would be bounded as $$k \geq 0$$. So in the induction step, we would consider $$k + 1$$, which could take on the value of $$1$$ (when $$k = 0$$). Then, we would not be able to say that $$P(k-1)$$ holds by our IH, and we would thus be stuck.</p>
"
