question,answer
"QUESTION: <p>On exams will the question always say &#34;use induction/combinatorial&#34; proof or will we have to decide when to apply these methods? </p>
","ANSWER: <p>usually, if we want you to prove something using a particular method, we will ask you to do so in the problem statement. Otherwise, you will be free to use whichever proof method you wish.</p>
"
"QUESTION: <p>If there is only one player (n=1) are they the grandmaster</p>
","ANSWER: <p>@680</p>
"
"QUESTION: <p>How would we create a big union symbol, to represent the union of multiply sets with upper and lower bounds, similar to using the sumation symbol?</p>
","ANSWER: <p>\bigcup_{lower bound}^{upper bound}</p>
"
"QUESTION: <p>In reference to the &#34;sum of the number of friends spectating each game&#34; does that mean that friends can be counted more than once in that sum? </p>
","ANSWER: Correct
"
"QUESTION: <p>Can I assume the following statement is true without proof?</p>
<p></p>
<div>
<div>The only integer that is divisible by 2 that is not composite is 2 itself.</div>
</div>
<div></div>
<div></div>
","ANSWER: A one sentence justification would be nice
"
"QUESTION: <p>If I say that $$\binom{n}{k}>1$$ if $$0<k<n$$, does that need to be proven?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>Is the base case for Q2b supposed to be n=0 or n=1?</p>
","ANSWER: <p>this is something we&#39;d like you to think about!</p>
"
"QUESTION: <p>Is the base case for Q2b supposed to be n=0 or n=1?</p>
","ANSWER: <p>@713</p>
"
"QUESTION: <p>Can we assume that the combination n choose r is an integer given that n and r are integers?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Hi, can someone clarify what &#34;distinct coefficients&#34; means? Do the coefficients have to be coefficients of distinct powers of x? Or do the coefficient values have to be distinct? Or something else?</p>
","ANSWER: <p>the coefficient values have to be distinct</p>
"
"QUESTION: <p>I might not be understanding the question correctly, but it seems like the claim is false for $$k \geq 2$$. Are we assuming that $$k \geq 2$$?</p>
<p></p>
<p>$$k = 0$$: $$(5x+5)^0 = 1$$, which has only one coefficient.</p>
<p>$$k=1$$: $$(5x+5)^1 = 5x + 5$$, which doesn&#39;t have two distinct coefficients.</p>
","ANSWER: <p>yeah you can assume that $$k \geq 2$$</p>
"
"QUESTION: <p>do we have to prove that 85 is divisible by 5 for the base case, or can we just say something like &#34;this is true since 85 is divisible by 5&#34;? </p>
<p></p>
<p>also do we have to prove in general that (5 * some integer) is divisible by 5, or is it fine to just assume that it is?</p>
<p></p>
<p>thank you!</p>
","ANSWER: <p>you can assume these.</p>
"
"QUESTION: <p>Do we have to prove that if $$a \leq x \implies a < x + y$$ for $$y \in \mathbb{Z^{+}}$$</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>Can we say something like <em>Let <strong>g</strong> be a grandmaster in the group of k players? </em>Does this affect the generality of the proof? Or do we have to say something like <em>Let <strong>g</strong> be an arbitrary but particular grandmaster in the group of k players (does that even make sense?)</em></p>
","ANSWER: <p>This depends on the remainder of your proof, but most of the time, it is fine to just say &#34;let g be a grandmaster in the group&#34;</p>
"
"QUESTION: <p>Do I need to prove the statement that the number of $$n$$ subsets of a set of $$m$$ elements is equal to the number of ways to choose $$n$$ elements from the set.</p>
","ANSWER: <p>a one sentence justification would be nice</p>
"
"QUESTION: <p>Can we assume that 2 times a number is composite or do we have to provide a separate proof for that. </p>
","ANSWER: <p>A one sentence justification would be nice</p>
"
"QUESTION: <p>If we are trying to prove that x &lt; y, is it allowed to expand x and y and subtract values from both sides? I know you cannot do this if you are trying to prove equality since subtracting from both sides would assume equality. What about inequalities? </p>
","ANSWER: <p>that would still be invalid because you would be assuming what you are trying to prove</p>
"
"QUESTION: <p>When doing induction on negative values of n and given an upper bound on n, should we be proving for k-1 instead of k&#43;1?</p>
","ANSWER: <p>this is something we&#39;d like you to think about!</p>
"
"QUESTION: <p>I&#39;m a little confused about the notation for Q1 e) what does max(p,q) mean?</p>
","ANSWER: <p>It returns the maximum value between $$p$$ and $$q$$. So, for example, if $$p = 30$$ and $$q = 20$$, then $$max(p, q) = max(30, 20) = 30 = p$$</p>
"
"QUESTION: <p>For some proposition Q, if we prove Q(0), Q(1), Q(2), and then for arbitrary but particular k&gt;=2, that [Q(k-1) AND Q(k)] ==&gt; [Q(k) AND Q(k&#43;1)], do we still have to explain how this modified form of induction shows that Q(n) is true for all natural n? (analogously, strong induction was not given a rigorous proof using weak induction in lecture)</p>
","ANSWER: <p>yes you should explain this, but this seems like some sort of variant of strong induction. So in instances like this, it is probably better to just use strong induction instead.</p>
"
"QUESTION: <p>When a term is in the form of (n choose k)5x^k * 5^(n-k), do we consider the coefficient to be (n choose k) or (n choose k)*5^(n-k)? Not sure which if the 5^(n-k) is a part of the coefficient, thanks.</p>
","ANSWER: <p>yes, $$5^{n-k}$$ would be considered part of the coefficient, because $$5^{n-k} \in \mathbb{Z}$$, and is not a polynomial term.</p>
"
"QUESTION: <p>For question three I&#39;m putting that my induction hypothesis is Tn =4^k &#43; (-1) ^k. But for the induction step can I assume the formula that was given to me by the problem (meaning the first formula) or do I have to include it in the induction hypothesis?</p>
","ANSWER: <p>You may assume that the formula given in the problem holds true for all values of $$n$$. How/where you choose to incorporate this in your proof is up to you.</p>
"
"QUESTION: <p>Ex. if we are trying to make a hypothesis with values of n from 2 &lt;= j &lt;= k, would we use j or k in our induction hypothesis and induction step?</p>
","ANSWER: <p>Usually, you need two variables in the induction hypothesis, so you would have $$j$$ and $$k$$. In the induction step, you should still be aiming to prove that the $$k+1$$ case is true.</p>
"
"QUESTION: <p>Are we assigned homework over fall break?</p>
","ANSWER: <p>nope :D</p>
"
"QUESTION: <p>Are we allowed to assume that 5*1=5?</p>
","ANSWER: <p>yes, but you shouldn&#39;t use this as a &#34;counterexample&#34;. You still need to find the error in the proof (if there is one).</p>
"
"QUESTION: <p>Do we have to prove that $\lfloor \frac{k}{2} \rfloor &#43; 1$ is greater than $\lfloor \frac{k}{2} \rfloor$?</p>
","ANSWER: No
"
"QUESTION: <p>I&#39;ve tried using induction on n for q2 starting with the IH n=k of picking coefficients on some terms x^p and x^q as (k choose p)*5^k and (k choose q)*5^k where p and q are from 1 to k to have the same remainder in division by floor(k/2). But my issue with the induction step for k&#43;1, I am limited to analyzing the coefficients on x^p and x^q that I picked for the induction hypothesis, which doesn&#39;t have to be the case. The issue is that I just have to show that such coefficients exist anywhere in the polynomial, but I feel like induction is forcing me to carry over the previous choices of the coefficients to the next step.</p>
<p></p>
<p>Is induction the right way to go for this question? I&#39;m struggling to also make use of the floor division property algebraically.</p>
<p></p>
<p>Thanks for any direction.</p>
","ANSWER: If induction is proving to be too difficult, try approaching the problem from a different perspective and/or using a different proof technique
"
"QUESTION: <p>Can we use any proof method (direct, contrapositive, induction, etc) for Q2, or do we have to go about it in a specific way?</p>
","ANSWER: <p>any proof method is fine</p>
"
"QUESTION: <p>Do we need to prove that the binomial expansion of (a&#43;b)^k has k&#43;1 terms? </p>
","ANSWER: <p>A one sentence explanation would be nice</p>
"
"QUESTION: <p>Is there ever a scenario in which it&#39;s okay to have n=k-1 be your induction step proof instead of n=k&#43;1?</p>
","ANSWER: <p>this is something we&#39;d like you to think about</p>
"
"QUESTION: <p>Is a dead end only when a single section has no exits? Like for the graph $$G$$ with $$V = \{a,b,c,d\}$$ and $$E = \{(a,b), (b,a), (a,c), (c,d) (d,c)\}$$, are $$c$$ and $$d$$ both part of a dead end? Or are there no dead ends because you can go back and forth between $$c$$ and $$d$$?</p>
","ANSWER: There are no dead ends
"
"QUESTION: <p>I wanted to confirm that the entire graph is connected, i.e., there aren&#39;t any sections that are completely disconnected from other sections. Is this true?</p>
<p></p>
<p>For example, consider this graph:</p>
<p>$$V = {a, b, c, d}$$</p>
<p>$$E = {(a, b), (c, d)}$$</p>
<p></p>
<p>This graph would not be possible, right?</p>
","ANSWER: “There exists a walkway between ANY two sections…”<div><br /></div><div>Does this help?</div>
"
"QUESTION: <p>Do we need to prove that $$\lceil \frac{k+1}{2} \rceil$$ is always greater than $$\lfloor \frac{k}{2} \rfloor$$ by 1?</p>
","ANSWER: A bit of justification would be nice
"
"QUESTION: <p>Do we need to prove that floor(k/2) when k is odd is equal to (k-1)/2? </p>
","ANSWER: Nah
"
"QUESTION: <p>Do we need to prove that the floor of an odd number divided by 2 is just the (number-1 )divided by 2</p>
","ANSWER: Nah
"
"QUESTION: <p>do we have to prove that (a&#43;b)^k has k&#43;1 terms?</p>
","ANSWER: <p>a one sentence justification would be nice</p>
"
"QUESTION: <p>1. Do we need to rigorously prove that the number of distinct coefficients is k/2 &#43; 1 and ceiling k/2 for even/odd. Same question for number of remainders with floor k/2. </p>
<p>2. Can we assume k/2 &#43; 1 and ceiling k/2 &gt; floor k/2? </p>
","ANSWER: <p>1. you should justify this a bit</p>
<p>2. you can assume $$\frac{k}{2} + 1 > \lfloor \frac{k}{2} \rfloor$$, but be a bit careful when it comes to claiming $$\lceil \frac{k}{2} \rceil > \lfloor \frac{k}{2} \rfloor $$</p>
"
"QUESTION: <p>For induction hypothesis, why do we say &#34;for some k&#34; instead of say &#34;for any k&#34;?</p>
","ANSWER: <p>great question. I think this comes down to how induction is built upon the idea of proving $$P(k) \implies P(k+1) \quad \forall k$$. Since it&#39;s hard to prove that implication for all values of k, if we show the implication to be true for an arbitrary value of $$k$$, then we don&#39;t have to worry about proving it for all $$k$$, because we would have already shown that since $$k$$ was arbitrary.</p>
<p></p>
<p>Since $$k$$ is arbitrary, we say &#34;for some k&#34;, since we don&#39;t really know what $$k$$ is, but we just want it to be arbitrary.</p>
<p></p>
<p>I can&#39;t quite put my finger on why &#34;for any k&#34; may be incorrect because I think there are valid arguments on both sides (for it to be logically acceptable or not). One such argument is that &#34;for any&#34; may be an implication of strong induction, but not in an accurate way. But one could also argue that &#34;for any k&#34; can mean the same thing as &#34;for some k&#34;</p>
<p></p>
<p>Given this, my recommendation is to stick with convention and to just use &#34;for some k&#34;.</p>
"
"QUESTION: <p>For Q5, do we need to prove that if a prime p divides N, but does not divide D, then if N/D is an integer, p divides N/D?</p>
","ANSWER: You should justify this
"
"QUESTION: <md>Is Sneha laying out the snacks on an infinite plane? Also, when it says Sneha ""can always create a rectangle in which the snacks at each corner are the same,"" does that mean that she can choose 4 snacks such that drawing lines connecting them would form a rectangle?</md>
","ANSWER: <p>yes to both questions</p>
"
"QUESTION: Can we have parallel lines in this case?<div><br /></div>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Suppose that we have nodes A, B, and C. A is one way to C, but C is one way to B and B is one way to A. If we ask &#34;Can we travel from C to A&#34; will the answer be yes (because we can go through B)?</p>
","ANSWER: <p>No. The answer will only be &#34;yes&#34; if there is a direct connection (i.e. you only need to take one walkway to get from the start location to the end location of the question)</p>
"
"QUESTION: <p>For n=1 in Q1 does the claim hold</p>
","ANSWER: <p>Yes, because $$1^a - 1^b = 0$$ and $$1000 \mid 0$$ because $$ \exists \, k$$ such that $$1000 \cdot k = 0$$.</p>
"
"QUESTION: <p>Can multiple lines pass through a common point at the center of the plane?</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Does there have to be at least one dead end?</p>
","ANSWER: <p>No. But if a dead end exists, Bethany must be able to find it.</p>
"
"QUESTION: <p>For induction proofs, do we necessarily need an expression to evaluate to equate the LHS to RHS, or can the induction step be logical, such that the only variable we have is n (the variable we are doing induction on?)</p>
","ANSWER: <p>The induction step can be logical! The beauty of induction is that it doesn&#39;t just work for proving mathematical equalities; it can be used for much much more!</p>
"
"QUESTION: <p>I&#39;m defining a value a to be equal to something in an open form and im stating that a is an integer, so would it be fine if I can define a in open form?</p>
","ANSWER: <p>yeah that&#39;s fine. Only your answer needs to be in closed form.</p><p><br /></p><p>As an aside, you probably need to justify that a is an integer. </p>
"
"QUESTION: <p>For Q3, does a dead end have 0 neighbors, or does there just need to be an edge connecting the two nodes and not necessarily the right direction between the two? For example, if S-&gt;T and U-&gt;T, does T have 0 neighbors (because there are no available walkways to leave section T) or does T have 2 neighbors (because there are 2 edges connecting S and T and T and U)?</p>
","ANSWER: <p>$$S$$ is a dead end if you cannot leave $$S$$ to go to a different section. If $$S \rightarrow T$$ and $$U \rightarrow T$$, then $$T$$ would be a dead end.</p>
<p></p>
<p>Since &#34;adjacent&#34; and &#34;neighbors&#34; are not defined in the problem, it is hard to accurately answer your question, because it depends on how you define these terms on your own.</p>
"
"QUESTION: <p>Is the property we&#39;re trying to prove n^p = n &#43; (multiple of p) or n^p = (multiple of n) &#43; (multiple of p)?</p>
","ANSWER: <p>the former</p>
"
"QUESTION: <p>Does the multiple of the prime number need to be an integer? Or can it be any real number?</p>
","ANSWER: <p>it&#39;s gotta be an integer!</p>
"
"QUESTION: <md>Hi there,
",
"During my recitation today I confirmed that a problem on my submission for HW2H homework had been misgraded. There wasn't a post with a deadline for HW2H regrades, so I'm just reaching out to see if it's too late to submit one. Thanks!</md>
","ANSWER: <p>Sorry, but the deadline for regrades passes the Friday after grades are released.</p>
"
"QUESTION: <p>For this problem isn&#39;t it essential to know how many snacks is she placing?</p>
","ANSWER: <p>the $$(x, y)$$ coordinate plane that Sneha is placing snacks on is infinite, so she is placing an infinite number of snacks.</p>
"
"QUESTION: <p>Would it be possible for the solutions to the Recitation 5 questions to be posted on the website? </p>
<p></p>
","ANSWER: <p>should be up now</p>
"
"QUESTION: <p>I went to office hours earlier today regarding question five on the homework, but I am still a bit confused. I got to here in my induction step:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7ggz0g8t3v4za%2F455e54c7b405c3cdff7da1df98f63fba2980547ca9fbb56806ddc0ffa694d242%2Fimage.png"" alt=""image.png"" /></p>
<p>and the TA told me to try and show that $$p \choose j$$ is always a multiple of j, so i can write the expression as k&#43;1&#43;pm &#43; p(some other stuff) but I don&#39;t think that statement is even true? I&#39;m just a little lost on how to show that what is in the summation is an integer multiple of p. Not sure if its best to just go back to OH tomorrow, but I thought I would ask on here as well. </p>
","ANSWER: <p>showing that $$\binom{p}{j}$$ is a multiple of $$j$$ would not imply that the summand is a multiple of $$p$$.</p>
<p></p>
<p>Instead, try showing that it is a multiple of $$p$$ if your goal is to rewrite it as $$k + 1 + pm + p(\text{other stuff})$$. Try expanding out the $$\binom{p}{j}$$ and use what you know about $$j$$ compared to $$p$$.</p>
"
"QUESTION: <p>When the problem says &#34;prove using induction&#34; does that mean we can use either weak or strong induction or just only weak</p>
","ANSWER: <p>either is fine</p>
"
"QUESTION: <p>Does the binomial theorem include the possibility of applying it to something like (x&#43;0)^a or does that not work because it does not assume that 0^0 is 1? </p>
","ANSWER: <p>It would still work. Though it is very rare to see binomial theorem used for $$(a + b)^n$$ when, for example, $$b = 0$$, because then it&#39;s just usually easier to simplify to $$(a + 0)^n = a^n$$</p>
"
"QUESTION: <p>can we say that for any n choose r, the result will be a multiple of n</p>
","ANSWER: <p>is this true? for $$n = 5$$ and $$r = 5$$, we have $$\binom{n}{r} = \binom{5}{5} = 1$$</p>
<p></p>
"
"QUESTION: 
","ANSWER: <p>a brief justification would be nice</p>
"
"QUESTION: <p>If I have 4 points that are obviously vertices of a rectangle, like (a,b) (c,b) (a,d) (c,d), a≠b≠c≠d, then can I simply state that it is a rectangle? If not, how do I have to mathematically prove it?</p>
","ANSWER: <p>nah don&#39;t need to prove it</p>
"
"QUESTION: <p>Can we assume that the number of remainders possible when dividing $$x$$ by some other positive integer is $$\left\lceil\frac{x}{2}\right\rceil$$, or should we prove this?</p>
","ANSWER: <p>I&#39;m not sure what you mean by this. If you divide $$x$$ by $$3$$, for example, the remainder is one of $$0, 1, 2$$, so there are $$3$$ remainders possible. And if, for example, $$x = 15$$, then $$3 \neq \lceil \frac{x}{2} \rceil$$</p>
"
"QUESTION: <p>Is the grid in Q4 infinite in size? And can we just consider a small piece of it?</p>
","ANSWER: It is infinite. If choosing to look at a section helps, then go for it, but you must ensure that it generalizes for all infinite grids, not just specific grids
"
"QUESTION: <md>Can we assume that for any prime $$p$$, if $$ px = a\times b\times c$$ for some $$x,a,b,c\in \mathbb{Z}$$ then at least one of $$a,b,c$$ must divide $$p$$?</md>
","ANSWER: <p>you should not assume this. This is something you should justify</p>
"
"QUESTION: I don’t think I completely understand the definition of a dead end. What does it mean to get out of the store? If all the other stores are nodes then would there also be an additional node for exit / entrance to the store? thank you!
","ANSWER: <p>Suppose there are only 3 sections, $$S$$, $$T$$, and $$R$$. Since there must exist a walkway between each pair of sections, one possible set of walkways is $$S \rightarrow T$$, $$T \rightarrow R$$ and $$S \rightarrow R$$. In this case, $$R$$ is a dead-end, because if you are in section $$R$$, you cannot go to any other section by following the walkways.</p>
"
"QUESTION: <p>Can we assume that she bought atleast 10 snacks, because if there are $$\leq 9$$ then we can obviously create a graph where this does not work</p>
","ANSWER: <p>You can assume that there is an infinite supply of each snack at all times when Sneha is constructing the grid.</p>
"
"QUESTION: <p>For a&lt;b, would the remainder of a/b be 0 or a or something else?</p>
","ANSWER: <p>The remainder would be $$a$$.</p>
"
"QUESTION: <p>If we know that $$\frac{xy}{z}$$ is an integer and that $$\frac{x}{z}$$ is not an integer, can we simply conclude that $$\frac{y}{z}$$ is an integer?</p>
","ANSWER: <p>Is this true? If $$x = 6, y = 3$$ and $$z = 9$$, then $$\frac{x}{z} = \frac{6}{9}$$ which is not an integer, and $$\frac{xy}{z} = \frac{18}{9} = 2$$, which is an integer, but $$\frac{y}{z} = \frac{3}{9}$$ is not an integer.</p>
"
"QUESTION: <p>Do the four corners of the rectangle have to be next to each other or can they pass over other points. For example, can (1,1), (1,4), (3,4) and (3,1) be considered a valid rectangle? </p>
","ANSWER: <p>yes that would be a valid rectangle</p>
"
"QUESTION: <p>If there isn&#39;t a dead end, does Bethany have to be able to identify that no dead ends exist?</p>
","ANSWER: <p>@830</p>
"
"QUESTION: <md>Are the snacks in question 4 equally distributed, or is it possible to only have one snack of type a, one snack of type b, and have all the rest be the same snack? I understand the plane to be infinite, but I confused on how I guarantee that there can be a rectangle of with all four of the same snack if I do not know if there will always be 4 of the same snack on the plane.</md>
","ANSWER: <p>they are not equally distributed. But you should be able to justify that there will always be 4 of the same snack on the plane. </p>
"
"QUESTION: <p>Do we need to prove that $$1^n = 1$$ or can this be assumed true?</p>
","ANSWER: <p>you can assume this</p>
"
"QUESTION: <md>Does the pigeonhole principle apply to cases where there are infinite pigeons? Or should I seek another way to prove it? Thanks!</md>
","ANSWER: <p>PHP is only used for finite values.</p>
"
"QUESTION: Can Bethany ask «Can I get from section T to S using a single walkway? » 
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Do we have to formally prove that since there is an edge (one way or two way) between every node, there is a maximum of one dead end?</p>
<p></p>
<p>or would a one sentence justification suffice?</p>
","ANSWER: If you choose to use this in your proof, you should justify it. Though one sentence may be a bit little for the justification, so consider using a couple more sentences
"
"QUESTION: <p>Do I need to prove that a set of 1600 positive integers will always contain at least 2 integers greater than or equal to 15?</p>
","ANSWER: A one sentence justification would be nice
"
"QUESTION: <md>With regard to Q3.
",
"Is the graph (with walkways representing directed edges and sections representing nodes) being connected the same thing as the store having no dead-ends?
",
"Does a dead-end mean that there is no walkway exiting the section? Or there is no path from the dead-end to the section where Bethany started?</md>
","ANSWER: <p>A dead-end means that there is no walkway exiting the section. How that relates to connectivity is something you should think about.</p>
"
"QUESTION: <p>For question 3 can we assume 2^k-1 is less than 2^k if k is greater than 1</p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Are we allowed to assume that $$2^{k}>2^{k-1}$$ for all positive $$k$$?</p>
","ANSWER: <p>yep</p>
"
"QUESTION: <p>For example if my IH is the claim works for n = 0&lt;=h&lt;=k, is it ok if in my Induction Step I only use the claim working for some values of h and never use it for n=k?</p>
","ANSWER: <p>yes that is okay</p>
"
"QUESTION: <p>Can i do the usual induction hypothesis but not use it.</p>
","ANSWER: <p>No. You should always be using the induction hypothesis in the induction step</p>
"
"QUESTION: <p>Do we have to prove that when we remove a section that is not a dead end from $k&#43;1$ sections, then add it back in, that it is still not a dead end?</p>
","ANSWER: <p>yeah you should briefly justify this</p>
"
"QUESTION: <p>Does the question &#34;Can I get from section S to any other section using a single walkway?&#34; qualify as being of the form “Can I get from section S to section T using a single walkway?” </p>
","ANSWER: <p>no</p>
"
"QUESTION: Just to double check I’m interpreting the problem correctly, every point on the infinite graph has to have a snack right?
","ANSWER: <p>every point with integer coordinates has a snack.</p>
"
"QUESTION: <p>Can we assume that for any valid floor coloration, if we flip the color of every single region the lines create, we will get another valid floor coloration?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Must we use strong induction specifically to solve the problem, my current solution just uses weak induction</p>
","ANSWER: <p>weak induction is fine</p>
"
"QUESTION: <p>Do we have to do a formal proof/lemma to show that there is only one dead-end (if a dead-end exists) or would a brief justification suffice? </p>
","ANSWER: <p>a brief justification is fine</p>
"
"QUESTION: <p>Just for clarification, when n = 2, can Bethany at most 2(n - 1) = 1 question?</p>
","ANSWER: <p>2 questions</p>
"
"QUESTION: <p>Can we assume that n^i is distinct for all i \in S?</p>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>(this is for instructors only)</p>
<p></p>
<p>For question 2, when I split the two sections up (divided by the k&#43;1 line) and show that they separately maintain the color-scheme requirements, can I explain this qualitatively/logically or do I have to use Strong Induction? This is what I have currently:</p>
<p></p>
<p>First consider $S_1$ and $S_2$ separately. The claim holds for $S_2$ since no colors were changed. For $S_1$ the claim also holds as all of the colors were swapped, meaning that same-colors still only touch either at the corners.  </p>
<p></p>
<p>Sorry if this is asking too much.</p>
","ANSWER: <p>you can explain it qualitatively/logically, but just be sure that you are using your induction hypothesis at some point.</p>
"
"QUESTION: <p>Is 0 considered an integer in this class? </p>
","ANSWER: <p>yes</p>
"
"QUESTION: <p>Hi!</p>
<p></p>
<p>I was wondering if you needed to prove that if x and y are integers, x - y is also an integer?</p>
<p></p>
<p>Thanks!</p>
","ANSWER: <p>no</p>
"
"QUESTION: 
","ANSWER: <p>no, they can be the same</p>
"
"QUESTION: <md>Can we assume that we can express a number that is not a multiple of $$p$$ as $$qp + r$$, where $$q$$ and $$r$$ are integers such that $$0 < r < p$$? Thanks!</md>
","ANSWER: <p>sure</p>
"
"QUESTION: <p>Would providing a valid construction be enough to prove this question? </p>
","ANSWER: <p>no, because you need to prove it for all possible sets of lines</p>
"
"QUESTION: <p>Do the non-negative integers a and b have to be distinct?</p>
","ANSWER: <p>no</p>
"
"QUESTION: <p>Are we proving the proposition for some or for all int $$n \geq 2$$?</p>
","ANSWER: <p>for all</p>
"
"QUESTION: <p>Use strong induction to prove that $$F_{n} < 2^{n}$$ $$\forall n \in \mathbb{N}$$. Can i prove it using normal induction or is that not okay..</p>
<p></p>
<p>Edit - Sorry I just realised I do need strong induction</p>
","ANSWER: <p>resolved</p>
"
"QUESTION: <p>Do we have to prove this</p>
<p>$$x=y \implies x < y+1$$</p>
","ANSWER: <p>nah</p>
"
"QUESTION: <p>This may be beyond the scope of this class but I was curious if BFS/DFS was the only way to check if a graph is connected or if there are other algos to check and see if a graph is connected.</p>
","ANSWER: <p>this is beyond the scope of this class. There are other ways of checking connectivity, but may be worse in terms of time efficiency. Stay tuned for CIS1210 where you&#39;ll cover graph connectivity in more depth.</p>
<p></p>
<p>That being said, you should not be using BFS/DFS in this course, as it would require a proof before using it.</p>
"
"QUESTION: <p>For Q3, we can simply state that $$F_{k+1} = F_{k} + F_{k-1}$$ due to the definition that was given, right? Something like <em>By the definition, $$F_{k+1} = F_{k} + F_{k-1}$$</em></p>
","ANSWER: <p>yes you can assume that is always true.</p>
"
"QUESTION: <p>Can we assume that 2^k is strictly greater than 2^{k-1}?</p>
","ANSWER: <p>yeah sure</p>
"
"QUESTION: <p>I know that there won&#39;t be formal office hours tomorrow, but how would we know if TAs decide to hold office hours?</p>
","ANSWER: <p>we&#39;ll be updating @827 when a TA decides to hold OH</p>
"
"QUESTION: <p dir=""ltr"">Can we use N as a notation for non-negative integer or is Z<sup>&#43;</sup> U {0} more appropriate?<sup></sup></p>
","ANSWER: <p>$$\mathbb{N}$$ is fine, because it is the notation for natural numbers, which is $$\{0, 1, 2, 3, ...\}$$</p>
"
"QUESTION: For can we find the practice exams for Midterm 1? I couldn’t seem to find it on canvas or the course website. 
","ANSWER: <p><a href=""https://www.cis.upenn.edu/~cis1600/current/exams.html"" target=""_blank"" rel=""noopener noreferrer"">https://www.cis.upenn.edu/~cis1600/current/exams.html</a></p>
<p></p>
<p>Under &#34;Midterm 1&#34;, there are links to the practice problems and a practice exam.</p>
"
"QUESTION: <p>Hi! On the exams, how much justification is required for combinatorics questions or other questions that result in a numerical answer? Do we need to write out the procedure that we used to obtain the product? </p>
","ANSWER: <p>Unless specified otherwise, you should provide justification. If we are looking only for a numeric value, we will specifically say something along the lines of &#34;only your final answer will be graded&#34; or &#34;you do not need to show work for this problem&#34;</p>
"
"QUESTION: <p>For this question, why does it not work for even numbers? I keep getting the same answer as the number of odds. Thank you!</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkedd9r8n6wb3dq%2F10ecd317e241008ca50c038104fb57f22ab85e5dfbf777cb12a81285dff43eeb%2FScreen_Shot_2022-10-06_at_4.31.02_PM.png"" alt=""Screen_Shot_2022-10-06_at_4.31.02_PM.png"" /></p>
","ANSWER: <p>Basically the issue arises from Steps 1 and 2.</p>
<p></p>
<p>In step 1, we can say that there are five options for the fourth digit (namely 0, 2, 4, 6, 8). But after that, we can&#39;t quite say that for step 2, in choosing the first digit, there are only 8 options. This is because, if the digit we chose in step 1 is 0, then we actually have 9 options for the first digit.</p>
<p></p>
<p>Since the amount of ways to perform a step is not constant based on previous steps, we would be unable to perform the multiplication rule following the same procedure outlined in Attempt 3.</p>
"
"QUESTION: <p>When defining P(n) in an induction proof, can we say, </p>
<p>&#34;Let P(n) be the truth of the claim for n&#34; </p>
<p>or do we have to be more specific and say,</p>
<p>&#34;Let P(n) be &#34;[actual words of the claim]&#34;?</p>
<p></p>
<p></p>
","ANSWER: You should be more specific 
"
"QUESTION: <p>Is it: Can be represented as a/b, where a is an int, and b is a non-zero int. Do they need to have no common factors? I know we used this definition sometimes with the fact that they have common factors, and sometimes without that fact.</p>
","ANSWER: <p>Yeah, the definition is that if $$x \in \mathbb{Q}$$, then $$\exists a \in \mathbb{Z}$$ and $$\exists b \in \mathbb{Z} \setminus \{0\}$$ such that $$x = \frac{a}{b}$$.</p>
<p></p>
<p>The definition does not require $$a$$ and $$b$$ to share no common factors, though we often include this constraint in our proofs for simplicity of the proof. </p>
"
"QUESTION: <p>In lecture notes 3H, there is an example that asks, &#34;consider n distinct objects and k bins labeled B1, B2, . . . , Bk. How many ways are there to distribute the objects in the bins so that bin Bi receives ni objects the sum of all of the objects in the k bins is n?&#34;</p>
<p></p>
<p>Since both the bins and the objects are distinct, why would the answer not be k^n?</p>
<p></p>
<p>I got this answer bc S1 would be choose one of the k bins for object 1, S2 would be choose one of the k bins for object 2, and so on for all n objects. </p>
<p></p>
<p>Thanks!</p>
","ANSWER: <p>This procedure does not guarantee bin $$B_i$$ gets exactly $$n_i$$ objects. For example, it is possible that you choose the same bin on every step here.</p>
"
"QUESTION: <p>For question 5 on the practice exam, I assumed for contradiction that there were a finite number of rational numbers between two distinct rational numbers, a and b. I want to say that for any two consecutive numbers in this set, their average is another rational number which is greater than the smaller one and less than the larger one, which is the contradiction.</p>
<p></p>
<p>Is this on track? I would have to prove that for x &lt; y, we have that x&lt; (x&#43;y)/2 &lt; y</p>
","ANSWER: <p>yes that is on the right track!</p>
"
